ID,店名,料理標籤,星級評分,營業時間,店家電話,地址,Google Map 網址,特約優惠,關鍵詞,介紹,座標,
153,漢堡樹-中原店,早午餐,4.6,06:00-14:00(週日公休),03-452-1499,中北路425號,https://maps.app.goo.gl/1vVAEeojTCJMsGy68,非特約商店,漢堡、吐司、蛋餅、早餐店、早餐,這家隱身在學區的平價早午餐，主打親民價格與多樣化的套餐組合。招牌漢堡的麵包烤得微酥，夾入現煎的厚實肉排與清脆生菜，大口咬下有著經典的鹹香與飽足感。吃過的學生大多讚賞，這裡上餐速度快、份量對得起價格，是開啟活力早晨的樸實好選擇。,"24.958787603382124, 121.24444607181472",
154,元氣脆皮章魚燒中原店,小吃,2.9,週五、六17:00-01:00，其他17:00-00:00(週二公休),0979-679-836,實踐路82號(中原夜市),https://maps.app.goo.gl/MGRDrxyyLme5ove6A,非特約商店,章魚燒、中原夜市、晚餐,主打跳脫傳統軟嫩口感的脆皮章魚燒。店家提供海苔、芥末等多款調味粉選擇，滿足不同視覺與味覺的喜好。咬下去能感受到外皮的喀滋脆度，與高溫鎖住的燙口內餡形成強烈對比。許多饕客分享，這家的皮非常夠脆，熱熱吃最過癮，是中原夜市裡嘴饞時的解饞名單。,"24.955708525611215, 121.2413503810609",
155,何佳佳蔥油餅-中壢中原店,小吃,4.5,17:00-23:00,無,日新路82號,https://maps.app.goo.gl/qKqWMoi7n8aCqFvh6,非特約商店,蔥油餅、中原夜市、晚餐,主打純手工現點現做、份量可以自由選擇半張或一張的台式銅板點心。店家火候控制得當，蔥油餅咬下去帶著喀滋的脆度，內層卻依然軟嫩有彈性，微微的蔥香混合著麵粉天然的甜味。不少食客提到，這家出餐速度快、價格親民，熱熱吃最過癮，是逛夜市時不可錯過的經典味道。,"24.95520263481234, 121.24070398291016",
156,青蛙QQ黑糖粉圓專賣店,手搖飲,3.5,12:00-00:00,03-436-0138,日新路91號,https://maps.app.goo.gl/fTrpT6T9P8oBPT5X9,非特約商店,飲料、中原夜市,主打純天然、不添加化學色素的黑糖粉圓專賣店。濃郁的黑糖汁與碎冰完美融合，入口帶著微甜的蔗香，若加入滑嫩的愛玉或綠豆，口感層次會變得更加豐富且清爽。去過的人大多讚賞，店家的甜度調配得當，喝完不會覺得口乾舌燥，是許多人從小喝到大的懷舊好味道。,"24.955635270013765, 121.24106856941695",
157,陽光煎匙-中原店,早午餐,4.4,平日07:00-15:00，假日07:00-15:30,03-436-0383,大仁街12號,https://maps.app.goo.gl/4ksncUMMuu53RzZW8,非特約商店,炒泡麵、鍋燒意麵、吐司、蛋餅、早餐店、早餐,這家早午餐店主打清新明亮的文青風裝潢，讓人用餐心情愉悅。招牌脆皮蛋餅的外皮煎得像餅乾一樣酥脆，內層卻依舊保有麵糰的Q彈，包裹著濃郁起司或培根，鹹香交織。不少人體驗後提到，店內環境乾淨、餐點擺盤精緻，是個非常適合假日早晨與朋友放鬆聚會的質感店家。,"24.957086878365907, 121.2405666085958",
158,紅茶大苑-中原店｜中原必喝｜古早味紅茶冰,手搖飲,3.5,12:00-23:00,0917-072-053,實踐路113號,https://maps.app.goo.gl/FQDXLBYmsrW5RqBL6,非特約商店,飲料、手搖飲料,主打懷舊風味的傳統紅茶冰專賣店。堅持古法熬煮的茶湯甘醇不澀，入喉後會留下淡淡的烘焙茶香，若加入滑嫩的仙草凍或粉圓，更能增添軟Q的咬勁與層次感。不少外食族提到，他們的茶香很純粹，沒有化學香精味，是想念單純古早味時會想繞過去買一杯的經典名單。,"24.95546407152811, 121.24008173428146",
159,找餐店-中壢中原店,早午餐,4.2,平日06:30-14:00，假日07:00-14:30,03-283-0005,中北路16號,https://maps.app.goo.gl/PQxxo3FWCRdTVuVi7,1.內用外帶飲料升級大杯(紅茶/奶茶) 2.內用4人同行 招待雞塊或地瓜球一份(一人須低消一份餐點或飲料)。*優惠擇一使用 *限平日使用,漢堡、吐司、蛋餅、早餐店、早餐,這家店主打『徹夜陪伴』的獨特營業模式，從清晨早餐一路賣到深夜宵夜。招牌吐司與漢堡烙烤得微微焦香，搭配宣洩而下的爆漿起司與現煎肉排，入口濃郁滑順、鹹香帶勁。網評多讚賞，這裡的研發品項很有創意，是夜貓子深夜想吃澎湃早餐的療癒基地。,"24.955724807011997, 121.2362608429791",
160,天下奇冰中原創始店 Icever Origin Store,冰品飲料店,4.6,12:30-23:30,03-456-1165,力行北街47號,https://maps.app.goo.gl/t2sHmU66Gexh6P4K9,非特約商店,冰、仙草凍、豆花、甜點、飲料、中原夜市,主打大份量、高性價比的創意冰品專賣店。除了經典水果系列，傳統的黑糖剉冰也極受歡迎，手工熬煮的黑糖甜而不膩，搭配Q彈芋圓、滑嫩仙草與扎實紅豆，口感層次豐富。不少網友分享，這家店出餐迅速、配料給得大方，內用空間寬敞舒適，是多人聚會分享甜蜜滋味的口袋名單。,"24.954483071925335, 121.24066853263596",
161,沐樂食堂 中原店,早午餐,4.4,平日08:30-14:00，週六09:00-14:00(週日公休),03-416-3416,大仁街29號,https://maps.app.goo.gl/a2vosdpfdinEZtxF7,非特約商店,鍋燒意麵、漢堡、吐司、蛋餅、早餐店、早餐,這家食堂主打溫馨舒適的日式木質調裝潢，提供平價高質感的精緻定食與丼飯。招牌肉品燉煮得入味軟嫩，搭配鹹甜交織的獨門醬汁，口感濃郁滑順且非常下飯。許多去過的學生與外食族大讚，內用環境整潔、內用湯品和飲料無限供應，是中原學區性價比極高的日常聚餐首選。,"24.956758724615526, 121.24123334482834",
162,雞排一生 中原店,炸物,3.7,18:00-03:00(週三公休),03-456-3588,日新路50號1樓,https://maps.app.goo.gl/vfxTpknesqNcJSF6A,非特約商店,雞排、炸物、烤串、烤物、晚餐、宵夜、中原夜市,主打台式經典風味與多樣化炸物選擇的街邊小吃。店家特製的椒鹽粉香氣濃郁，若刷上獨門醬汁更添濕潤與鹹甜層次，脆皮與軟嫩雞肉在口中完美融合。許多常客分享，這家店品項豐富、價格親民，且油瀝得很乾淨，吃完不會覺得過於油膩。,"24.954660235497965, 121.23918052023974",
163,大中原滷味,台式,1.8,11:30-01:00(週四公休),03-466-1215,實踐路88號,https://maps.app.goo.gl/hdPiob9fPpCWc4YUA,非特約商店,滷味、午餐、晚餐、宵夜,這家在地老字號主打獨門的中藥秘方滷汁，攤位上食材琳瑯滿目。滷味起鍋後吸飽湯汁，口感入味且帶著甘甜的中藥香氣，搭配特製酸菜更顯清爽。許多饕客大讚，他們的醬汁鹹香不膩，加辣後層次更豐富,"24.9558488611267, 121.24100563133518",
164,中原夜市-邱記碳烤 （中原店）,台式燒烤,3.6,17:30-00:30,無,日新路55號,https://maps.app.goo.gl/EUagtuEMgwrUxSD67,非特約商店,烤物、烤串、晚餐、宵夜、中原夜市,這家碳烤店主打親民的銅板價格與豐富的食材選擇。食材經先炸後烤鎖住肉汁，刷上獨門秘製醬汁，入口鹹甜交織且帶有濃郁炭香，口感濕潤入味。許多饕客大讚其性價比極高,"24.954973126308396, 121.23981336202003",
165,禾日皮蛋麻辣麵-中原店,中式,4.2,11:30-22:00,無,中北路135號,https://maps.app.goo.gl/tEwbfHfwC8wxuWwK6,非特約商店,麵、乾拌麵、午餐、晚餐,主打台式創意拌麵，以獨門的麻辣皮蛋醬在學區掀起熱潮。現煮的麵條吸附滿滿醬汁，入口先是皮蛋的獨特醇香，隨之而來的是溫潤的香麻感，滋味厚實過癮。網友好評紛紛推薦，店內出餐迅速、調味極具特色，是中原夜市裡令人驚豔的日常美食。,"24.957044248800308, 121.23910338345873",
166,Master Of Tea 花茶大師中壢中原店,手搖飲,4.4,平日11:00-20:30，假日12:00-20:30,03-436-0923,大仁三街21號,https://maps.app.goo.gl/dCs59CbEaDmWyXUi6,非特約商店,茶、飲料、手搖飲,主打嚴選各國進口茶葉、現場沖調的英式花茶專賣店。招牌伯爵或水果茶入喉帶著淡淡的佛手柑與果香，口感乾淨、微甜不膩，茶韻在回甘時更顯悠長。網評大多讚賞，店家的茶飲風味純正、包裝精美，是中原學區內追求高品質茶湯的下午茶首選。,"24.95597488353861, 121.2419575533126",
167,50嵐 中壢中原店,手搖飲,3.6,10:00-21:00,03-436-2888,日新路8號,https://maps.app.goo.gl/o3mFefsyHH1PAinQ9,非特約商店,飲料、手搖飲料,主打全台連鎖的黃金比例調飲與多樣化配料。不管是濃郁的冰淇淋紅茶，還是近期大受歡迎、口感滑嫩帶有顆粒感的燕麥系列，入口皆香醇順口、甜而不膩。常客一致推薦，這家店的服務俐落親切、飲品風味數十年如一日,"24.954504398525533, 121.23839873427043",
168,紅吱吱平價牛排館 中原店,牛排,4.4,11:00-22:00,03-466-1170,弘揚路97號,https://maps.app.goo.gl/Ja8jacFvhzGsyZws6,非特約商店,鐵板麵、牛排、午餐、晚餐,主打大份量雙拼與自助吧吃到飽的台式平價牛排。現點現煎的排餐外焦內嫩，搭配吸飽醬汁、 Q 彈入味的鐵板麵，大口咬下非常過癮。許多常客分享，這裡出餐迅速、服務親切，加上無限量供應的副食，是中原學區內性價比極高的聚餐口袋名單。,"24.954476971935463, 121.24175075331259",
169,Chick輕客鹹水雞 中原店,小吃,4.8,16:30-22:00,0985-204-591,協同街53號,https://maps.app.goo.gl/7ZKxgWQiJxL1ahJYA,非特約商店,鹽水雞、晚餐、中原夜市,這家鹹水雞主打跳脫傳統、研發出泰式或麻辣等多款獨門醬汁。雞肉皮脆肉嫩，搭配吸飽醬汁的爽脆蔬菜與滷味，入口清新開胃、層次豐富。網評激推其口味獨特且百搭,"24.95441026264113, 121.2390840686553",
170,極 黃燜雞米飯 中原店,中式,4.1,10:30-21:30,03-283-0528,實踐路229號,https://maps.app.goo.gl/nSSpiMutsrVA6Qns8,非特約商店,黃燜雞米飯 、午餐、晚餐,主打經典魯菜風味、現點現燜的黃燜雞米飯。獨門醬汁醇厚香濃，與馬鈴薯、青椒及厚實雞肉燜煮得十分入味，馬鈴薯口感綿密，雞肉扎實多汁。許多學生分享，這裡出餐迅速、醬汁極為靈魂,"24.958102321008298, 121.23907534961316",
171,吉野烤肉飯,台式便當,3.6,11:00-20:00(週日公休),03-466-5206,大仁街6號,https://maps.app.goo.gl/pioqsNGer249JQfF8,非特約商店,便當，烤肉飯、午餐、晚餐,主打平價大份量的經典炭烤風味便當。肉排火候控制得當，外表微微焦香，入口扎實卻不乾柴，醬汁濃郁入味，與Q彈米飯是絕配。許多常客分享，這裡調味過癮、份量誠意十足,"24.95732213880513, 121.24034041534271",
172,馨園快餐,台式便當,4.2,"10:00-14:00, 16:00-20:00(週日公休)",03-461-1981,新中北路461-1號,"https://www.google.com/maps/place/%E9%A6%A8%E5%9C%92%E5%BF%AB%E9%A4%90/@24.9581744,121.2447518,17z/data=!3m1!4b1!4m6!3m5!1s0x34682216a5d8a087:0x211771e80b7de1dd!8m2!3d24.9581744!4d121.2447518!16s%2Fg%2F11bxdkbxc9?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,便當、午餐、晚餐,這家在地老字號快餐主打高 CP 值、充滿媽媽味的家常便當。招牌排骨外酥內嫩，咬下飽滿多汁，調味鹹香過癮，搭配每日現炒的豐富配菜，整體扎實飽足。網評大讚出餐神速、份量很有誠意，是學生與外食族日常飽餐的抗漲首選。,"24.95831544047421, 121.24470888465727",
173,486飯麵館（不定期公休,中式,4.6,不定時公休,0917-003-455,新中北路486號,"https://www.google.com/maps/place/486%E9%A3%AF%E9%BA%B5%E9%A4%A8%EF%BC%88%E4%B8%8D%E5%AE%9A%E6%9C%9F%E5%85%AC%E4%BC%91/@24.9578676,121.2448538,17z/data=!3m1!4b1!4m6!3m5!1s0x346823689a899175:0x5b36131ce508fcf6!8m2!3d24.9578676!4d121.2448538!16s%2Fg%2F11t17p5bwf?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,炒飯、炒麵、燴飯、滷肉飯、湯、午餐、晚餐,主打大份量、充滿台式家常味的平價飯麵館。不論是粒粒分明、大火快炒的炒飯，還是湯頭鮮甜不油膩的湯麵，入口皆層次豐富、扎實飽足。常客大讚老闆用料大方、出餐俐落,"24.958057275555724, 121.24478942698596",
174,薰衣草-韓式海苔飯捲,韓式,4,週二10:00-20:00，週六10:20-18:00，其他10:30-20:00(週日公休),03-437-9656,大仁街23號,"https://www.google.com/maps/place/%E8%96%B0%E8%A1%A3%E8%8D%89-%E9%9F%93%E5%BC%8F%E6%B5%B7%E8%8B%94%E9%A3%AF%E6%8D%B2/@24.9567984,121.2408033,17z/data=!3m1!4b1!4m6!3m5!1s0x3468221591179149:0xfd858e85fce5ee64!8m2!3d24.9567984!4d121.2408033!16s%2Fg%2F11b7fx7rwm?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,韓式、海苔飯捲、午餐、晚餐,家小吃店主打現點現包的韓式飯捲，靈魂海苔經微烤後散發淡淡麻油香。咬下時海苔酥脆，內餡的烤肉或泡菜鹹香夠味，搭配 Q 彈米飯，口感層次豐富、清爽不油膩。網評大讚其攜帶方便、份量十足,"24.956958896113935, 121.24084621534271",
175,土司森林手作晨食,早午餐,4.4,週五、日07:00-13:30，其他07:00-19:30(週六公休),03-489-7200,新中北路480號,"https://www.google.com/maps/place/%E5%9C%9F%E5%8F%B8%E6%A3%AE%E6%9E%97%E6%89%8B%E4%BD%9C%E6%99%A8%E9%A3%9F/@24.9579035,121.244803,17z/data=!3m1!4b1!4m6!3m5!1s0x3468231aac76acdd:0xc944dee1b65425bd!8m2!3d24.9579035!4d121.244803!16s%2Fg%2F11v5x6x6st?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鐵板麵、漢堡、吐司、蛋餅、早餐店、早餐,主打品項多元、兼具創意與美味的晨間手作料理。特製的多層次三明治與熱壓吐司，內餡扎實、濕潤不乾柴，一口咬下醬汁與配料完美融合，滋味濃郁過癮。常客紛紛推薦這裡上菜迅速、食材新鮮,"24.95809317550043, 121.24483518650705",
176,初樂 板烤吐司,早午餐,4.5,08:00-13:00(週日公休),03-433-3351,新中北路478號,"https://www.google.com/maps/place/%E5%88%9D%E6%A8%82+%E6%9D%BF%E7%83%A4%E5%90%90%E5%8F%B8/@24.9579393,121.244751,17z/data=!3m1!4b1!4m6!3m5!1s0x346823d70a1dab75:0x99968bb5449dc975!8m2!3d24.9579393!4d121.244751!16s%2Fg%2F11qxbcqf_q?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鐵板麵、漢堡、吐司、蛋餅、早餐店、早餐,主打精緻手作、運用獨特板烤工法的經典三明治。現烤的吐司鎖住香氣，搭配爽脆蔬菜與札實內餡，一口咬下濕潤不乾柴，調味溫潤且香濃過癮。許多常客推薦，這裡的餐點份量誠意十足、出餐有效率,"24.958119248506478, 121.24566295103247",
177,八方來便當,台式便當,4.4,11:00-20:00(假日公休),0987-258-726,新中北路460號,"https://www.google.com/maps/place/%E5%85%AB%E6%96%B9%E4%BE%86%E4%BE%BF%E7%95%B6/@24.9581305,121.2445321,17z/data=!3m1!4b1!4m6!3m5!1s0x34682216a44c6d63:0x5b68e256898b8afa!8m2!3d24.9581305!4d121.2445321!16s%2Fg%2F11hcj1m_wc?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,烤鴨、燒臘、便當、午餐、晚餐,主打品項多元、充滿家常風味的人氣便當店。現炸主菜火候得當，咬下肉香四溢不油膩，搭配多樣現炒的熱騰騰配菜與Q彈米飯，大口吃下扎實又滿足。常客一致推薦這裡份量誠意十足、經濟實惠,"24.95830072130252, 121.2444784558216",
178,韓老爺台式拌麵．中壢中原店,台式拌麵,4.6,"11:30-14:30, 17:00-20:30(週五公休)",03-462-6889,新中北路458號,"https://www.google.com/maps/place/%E9%9F%93%E8%80%81%E7%88%BA%E5%8F%B0%E5%BC%8F%E6%8B%8C%E9%BA%B5%EF%BC%8E%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9581512,121.2444929,17z/data=!3m1!4b1!4m6!3m5!1s0x346823b70ab34ca9:0x128850c02dcdd27!8m2!3d24.9581512!4d121.2444929!16s%2Fg%2F11jfjk6h5v?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,拌麵、麵、湯麵、湯、午餐、晚餐,主打平價大份量、充滿濃厚古早味的精緻台式拌麵。不論是香菇肉燥還是川味麻辣，醬汁皆濃郁入味，完美吸附在扎實的麵條上，大口咬下濕潤過癮。許多常客強力推薦，這裡出餐迅速、用料實在,"24.9583603289606, 121.24482549390596",
179,Plan Bee小蜜蜂手工豆花,甜品、冰品,4.6,12:00-22:00(週六公休),03-451-5915,新中北路452號,"https://www.google.com/maps/place/Plan+Bee%E5%B0%8F%E8%9C%9C%E8%9C%82%E6%89%8B%E5%B7%A5%E8%B1%86%E8%8A%B1/@24.9581997,121.2444535,17z/data=!3m1!4b1!4m6!3m5!1s0x34682216a4f58d77:0xebd115ea4af3add0!8m2!3d24.9581997!4d121.2444535!16s%2Fg%2F11ddzfmrty?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,豆花、仙草、冰、甜點、飲料,這家甜品店主打純手工、天然鹽滷製作的古法豆花。豆花入口即化、散發濃郁豆香，搭配甜而不膩的手炒黑糖水與 Q 彈配料，口感綿密且層次豐富。網評大讚其真材實料、天然健康,"24.958331013523175, 121.24449641534271",
